num_iter,loss_batch
278,0.902256608
279,0.850238204
280,0.733920932
281,0.871218085
282,0.891193926
283,0.919281304
284,0.862466455
285,0.853026986
286,0.829624057
287,0.832615256
288,0.95452261
289,0.850990236
290,0.931179821
291,0.784875751
292,0.978814125
293,0.83893019
294,0.775974512
295,0.92064333
296,0.900648475
297,0.877369344
298,0.903830886
299,0.8075881
300,0.959467947
301,0.79766053
302,0.83635509
303,0.924809039
304,0.874860346
305,0.926416039
306,0.893075824
307,0.904997706
308,0.827145398
309,0.808903873
310,0.807362258
311,0.894006133
312,0.81772244
313,0.948689699
314,0.902587414
315,0.815897644
316,0.989678025
317,0.833110988
318,0.921634495
319,0.82788074
320,0.877365053
321,0.811807632
322,0.857886612
323,0.793030858
324,0.967515349
325,0.897959888
326,0.888838172
327,0.857975245
328,0.875668406
329,0.938394606
330,0.939702392
331,0.862764835
332,0.890645623
333,0.900096953
334,0.899861693
335,0.884383142
336,0.942353249
337,0.895763099
338,0.90674454
339,0.927887201
340,0.827465534
341,0.878546715
342,0.879326761
343,0.725581765
344,0.873214543
345,0.964146614
346,0.901650906
347,0.880215883
348,0.900860786
349,0.896542549
350,0.863181114
351,0.848317504
352,0.868874848
353,0.856185138
354,0.91501087
355,0.859441638
356,0.82269758
357,0.855854571
358,0.89545089
359,0.905895412
360,0.89385134
361,0.962510169
362,0.902951956
363,0.856806755
364,0.941092849
365,0.848849297
366,0.845058322
367,0.859701157
368,0.97176975
369,0.947573662
370,0.879727006
371,0.892530501
372,0.83781898
373,0.851403117
374,0.870944798
375,0.827633381
376,0.896323502
377,0.904939294
378,0.886507034
379,0.826255858
380,0.832677186
381,0.840455055
382,0.876825094
383,0.850473225
384,0.843879998
385,0.851286888
386,0.924651146
387,0.841306031
388,0.836643457
389,0.87916106
390,0.871159315
391,0.804974079
392,0.846264422
393,1.008529425
394,0.904882491
395,0.842726231
396,0.802913845
397,0.899020672
398,0.83295989
399,0.796183586
400,0.866701782
401,0.783520401
402,0.846320212
403,0.741741955
404,0.908528864
405,0.927584171
406,0.858194113
407,0.787771165
408,0.839441895
409,0.857742667
410,0.912033677
411,0.830750585
412,0.917214274
413,0.884079576
414,0.864503086
415,0.886010826
416,0.83483386
417,0.765949428
418,0.924674034
419,0.913516164
420,0.822207093
421,0.923365295
422,0.9323228
423,0.863220453
424,0.896044016
425,0.874353945
426,0.904628277
427,0.827901959
428,0.733517587
429,0.934341431
430,0.918674767
431,0.862691879
432,0.768922389
433,0.977148712
434,0.937013745
435,0.895169377
436,0.854535043
437,0.853842139
438,0.828188002
439,1.012604594
440,0.867817581
441,0.880360901
442,0.911044776
443,0.837092996
444,0.823730588
445,0.883137524
446,0.86261791
447,0.798398793
448,0.83680433
449,0.839864969
450,0.779505551
451,0.886475146
452,0.83627075
453,0.933116674
454,0.905230403
455,0.810388446
456,0.858374357
457,0.923769295
458,0.801305711
459,0.818399906
460,0.877093673
461,0.896124244
462,0.829908133
463,0.820664167
464,0.910354555
465,0.878397763
466,0.749298275
467,0.876167238
468,0.792456627
469,0.900660157
470,0.913853526
471,0.849236488
472,0.795462489
473,0.879796863
474,0.886795402
475,0.859169483
476,0.827430189
477,0.874086022
478,0.804428279
479,0.897080779
480,0.908384681
481,0.91381067
482,0.866856098
483,0.885861278
484,0.881652236
485,0.893446386
486,0.881214142
487,0.865989625
488,0.869935036
489,0.879220426
490,0.85810864
491,0.822321594
492,0.894733071
493,0.926798582
494,0.870065689
495,0.918414593
496,0.840444565
497,0.87712425
498,0.916074872
499,0.918844759
500,0.867808223
501,0.900442541
502,0.877126813
503,0.820951343
504,0.840965509
505,0.862285554
506,0.885929108
507,0.886059403
508,0.911583185
509,0.882637143
510,0.850636482
511,0.776086986
512,0.838164806
513,0.79181087
514,0.785195112
515,0.941808045
516,0.807580173
517,0.825623512
518,0.906836271
519,0.803646684
520,0.743121803
521,0.943767309
522,0.886604011
523,0.866620898
524,0.814390421
525,0.889972627
526,0.855914831
527,0.836102009
528,0.867887259
529,0.797109306
530,0.785609722
531,0.863738418
532,0.951466143
533,0.882872999
534,0.875682771
535,0.771959901
536,0.786864698
537,0.770365119
538,0.976174414
539,0.96502465
540,0.889154255
541,0.780514121
542,0.928227305
543,0.893515944
544,0.86203748
545,0.867090881
546,0.768946648
547,0.838722765
548,0.898074389
549,0.823994696
550,0.872682929
551,0.857913136
552,0.869655907
553,0.816851437
554,0.817978442
555,0.702483058
556,1.07054019
557,0.892444849
558,0.894166708
559,0.838286161
560,0.849300444
561,0.968292773
562,0.822799265
563,0.741296887
564,0.883764267
565,0.768441081
566,0.714724123
567,0.883339286
568,0.949395359
569,0.886985123
570,0.928060412
571,0.873628676
572,0.912708282
573,0.806591809
574,0.835365772
575,0.844779611
576,0.86805898
577,0.853712022
578,0.805319667
579,0.836278737
580,0.903977156
581,0.83005631
582,0.746401668
583,0.785222054
584,0.838172257
585,0.915491462
586,0.864319384
587,0.868157625
588,0.891386569
589,0.92267561
590,0.868154109
591,0.817447305
592,0.808339357
593,0.867153525
594,0.955462754
595,0.825214267
596,0.756303847
597,0.803243041
598,0.856119633
599,0.857291579
600,0.882238984
601,0.883570611
602,0.817723513
603,0.887498438
604,0.948052466
605,0.871101975
606,0.815391958
607,0.884192646
608,0.830460191
609,0.77082181
610,0.942051888
611,0.937149286
612,0.846618354
613,0.870660543
614,0.807778418
615,0.787249625
616,0.817182839
617,0.806590676
618,0.854015768
619,0.829238236
620,0.807796359
621,0.894824564
622,0.855552435
623,0.710968018
624,0.897414804
625,0.965098143
626,0.838101566
627,0.851137102
628,0.836386025
629,0.847513318
630,0.873376906
631,0.921156883
632,0.787474811
633,0.84058094
634,0.930889249
635,0.893736362
636,0.883124053
637,0.819620728
638,0.84257257
639,0.904028893
640,0.875870228
641,0.879972696
642,0.846427858
643,0.887654901
644,0.851914763
645,0.885370374
646,0.866886079
647,0.846025348
648,0.798656106
649,0.898587883
650,0.787429929
651,0.851475835
652,0.872235417
653,0.850801528
654,0.854284048
655,0.839192629
656,0.812956512
657,0.833090246
658,0.90812242
659,0.81278789
660,0.77014637
661,0.853912771
662,0.807526469
663,0.848302722
664,0.811543107
665,0.820670784
666,0.792579889
667,0.859119713
668,0.76034075
669,0.850960016
670,0.871465445
671,0.854293168
672,0.853823483
673,0.834794164
674,0.665275753
675,0.894703031
676,0.90572381
677,0.873533249
678,0.819054902
679,0.885411322
680,0.895446539
681,0.875429153
682,0.8081128
683,0.815096557
684,0.849399805
685,0.871782422
686,0.881525278
687,0.884450793
688,0.909032106
689,0.826267898
690,0.857736528
691,0.942409992
692,0.827424884
693,0.844799578
694,0.78796047
695,0.912656605
696,0.853713989
697,0.758012891
698,0.79777199
699,0.791457415
700,0.809372425
701,0.838548124
702,0.954472363
703,0.84327352
704,0.88376987
705,0.861501873
706,0.870512486
707,0.884244919
708,0.844356537
709,0.800269127
710,0.764769912
711,0.805356503
712,0.861377716
713,0.905132234
714,0.908637762
715,0.927889407
716,0.915534258
717,0.853654623
718,0.860373795
719,0.865097523
720,0.846066117
721,0.940963447
722,0.818676353
723,0.91335243
724,0.912533581
725,0.891077459
726,0.871320903
727,0.810778618
728,0.966408134
729,0.886946201
730,0.864856958
731,0.88699156
732,0.7819736
733,0.796835482
734,0.782703221
735,0.861149311
736,0.93789953
737,0.835968316
738,0.88146317
739,0.852349818
740,0.878079176
741,0.898663282
742,0.808733881
743,0.791981578
744,0.856425524
745,0.927295148
746,0.975237429
747,0.912215352
748,0.963445246
749,0.840904057
750,0.849149466
751,0.947627127
752,0.836337209
753,0.853147924
754,0.838989973
755,0.779929042
756,0.875581026
757,0.885008395
758,0.860608995
759,0.790359855
760,0.824222982
761,0.844980955
762,0.890165329
763,0.811288238
764,0.833600104
765,0.972926378
766,0.896469414
767,0.874963224
768,0.751636624
769,0.935373545
770,0.797994375
771,0.851409614
772,0.838449657
773,0.926814079
774,0.847947121
775,0.900457263
776,0.815748692
777,0.796914876
778,0.741207719
779,0.874240756
780,0.877467215
781,0.864925325
782,0.863674164
783,0.904462457
784,0.858613312
785,0.909395397
786,0.867593467
787,0.898944914
788,0.816639185
789,0.907676816
790,0.849021614
791,0.830494881
792,0.805185199
793,0.96464622
794,0.851684511
795,0.782396078
796,0.901012659
797,0.810535252
798,0.872762263
799,0.771214962
800,0.907826304
801,0.730071127
802,0.872840345
803,0.874222219
804,0.859870076
805,0.838373899
806,0.787270963
807,0.780209661
808,0.811922133
809,0.818777561
810,0.851250768
811,0.820086122
812,0.795224488
813,0.890219629
814,0.888714075
815,0.817241311
816,0.852986932
817,0.778875411
818,0.720559239
819,0.742953539
820,0.773701489
821,0.859408438
822,0.851557255
823,0.818787336
824,0.805587471
825,0.88531822
826,0.86046958
827,0.784753799
828,0.740732849
829,0.741922617
830,0.933420599
831,0.843341708
832,0.823308229
833,0.802443564
834,0.786458731
835,0.813471437
836,0.828993559
837,0.777980208
838,0.896545112
839,0.816769123
840,0.86037755
841,0.828137517
842,0.80608958
843,0.720169544
844,0.925267756
845,0.776379704
846,0.785417318
847,0.869661093
848,0.884331226
849,0.821800351
850,0.855903685
851,0.761556208
852,0.78836292
853,0.887367368
854,0.802823424
855,0.830395699
856,0.879549682
857,0.823759913
858,0.815466762
859,0.894880056
860,0.873865664
861,0.803882182
862,0.841536343
863,0.990967214
864,0.829098225
865,0.848953605
866,0.776428878
867,0.653592944
868,0.984621644
869,0.760523796
870,0.76590842
871,0.876696527
872,0.74449563
873,0.782024741
874,0.794767737
875,0.834904373
876,0.871002614
877,0.836781144
878,0.760056973
879,0.875051379
880,0.908145487
881,0.828039289
882,0.870738149
883,0.921942294
884,0.83249712
885,0.822739244
886,0.846820712
887,0.831268311
888,0.734892011
889,0.911759377
890,0.881687522
891,0.834573328
892,0.84833467
893,0.891417921
894,0.821883559
895,0.839777112
896,0.852374017
897,0.86778456
898,0.829735458
899,0.881845474
900,0.762886822
901,0.831776679
902,0.747689307
903,0.77711761
904,0.820854366
905,0.821561754
906,0.834738672
907,0.812084973
908,0.773468852
909,0.974597096
910,0.818810403
911,0.843405128
912,0.687125981
913,0.875519037
914,0.801599801
915,0.939024031
916,0.852770746
917,0.857621133
918,0.879817188
919,0.812014043
920,0.729572296
921,0.819090068
922,0.79795891
923,0.940430164
924,0.789962769
925,0.770914972
926,0.755219579
927,0.865902603
928,0.821917355
929,0.838546515
930,0.897167087
931,0.81410867
932,0.824631631
933,0.88227421
934,0.891163707
935,0.898171365
936,0.878192842
937,0.798083782
938,0.767267108
939,0.849810719
940,0.841953635
941,0.78181684
942,0.825995862
943,0.838378191
944,0.867223382
945,0.950325251
946,0.910359681
947,0.857900202
948,0.756473422
949,0.85718596
950,0.875498176
951,0.812940598
952,0.856874406
953,0.769427359
954,0.828542829
955,0.764784575
956,0.85348165
957,0.834676147
958,0.766619325
959,0.769664049
960,0.859344125
961,0.738153994
962,0.769439757
963,0.75375855
964,0.917015851
965,0.776328325
966,0.792146981
967,0.774793446
968,0.844710648
969,0.904827178
970,0.822749913
971,0.792247772
972,0.887274265
973,0.811825931
974,0.837782264
975,0.792034447
976,0.755354106
977,0.693372428
978,0.759334743
979,0.698179841
980,0.754328728
981,0.813545108
982,0.826405585
983,0.863913596
984,0.85496062
985,0.852559805
986,0.770041823
987,0.827055931
988,0.906596124
989,0.948633909
990,0.879517555
991,0.875091076
992,0.865968525
993,0.818031669
994,0.783779144
995,0.840970695
996,0.849540472
997,0.898612142
998,0.857917786
999,0.824368179
1000,0.829287469
1001,0.745248139
1002,0.820132017
1003,0.847205997
1004,0.748819113
1005,0.909021497
1006,0.977390647
1007,0.853824794
1008,0.845544755
1009,0.920431733
1010,0.885676146
1011,0.784680665
1012,0.87182045
1013,0.864452124
1014,0.875224113
1015,0.698079884
1016,1.048197627
1017,0.815270483
1018,0.773556352
1019,0.814676404
1020,0.909556925
1021,0.834783256
1022,0.846901
1023,0.824503183
1024,0.733198643
1025,0.906538546
1026,0.874241173
1027,0.809973359
1028,0.771985292
1029,0.77736938
1030,0.988599837
1031,0.79957521
1032,0.916867018
1033,0.870506287
1034,0.845265806
1035,0.905413926
1036,0.831604183
1037,0.803969145
1038,0.799221873
1039,0.769917607
1040,0.842894316
1041,0.769304156
1042,0.884397209
1043,0.865585327
1044,0.879770994
1045,0.852485299
1046,0.804723322
1047,0.805447578
1048,0.690815747
1049,0.874735415
1050,0.897523165
1051,0.922473907
1052,0.829611838
1053,0.864430368
1054,0.850184441
1055,0.692435384
1056,0.83591336
1057,0.700678885
1058,0.856079459
1059,0.882009804
1060,0.873037696
1061,0.784619749
1062,0.770092666
1063,0.955959737
1064,0.789592385
1065,0.771529317
1066,0.951141715
1067,0.840904236
1068,0.816402435
1069,0.878174126
1070,0.843872547
1071,0.843533635
1072,0.902912557
1073,0.835555196
1074,0.76413089
1075,0.773889422
1076,0.732883811
1077,0.822157919
1078,0.811378956
1079,0.726494074
1080,0.864699185
1081,0.708470345
1082,0.752643764
1083,0.865499079
1084,0.850157261
1085,0.86665231
1086,0.883209407
1087,0.851903856
1088,0.855582714
1089,0.876978099
1090,0.864352763
1091,0.878836155
1092,0.890365899
1093,0.841134489
1094,0.762243807
1095,0.933595777
1096,0.799164593
1097,0.7720263
1098,0.909294128
1099,0.782276988
1100,0.812895238
1101,0.874715924
1102,0.842100382
1103,0.838929117
1104,0.74186039
1105,0.859571278
1106,0.888064921
1107,0.876405478
1108,0.872709036
1109,0.864035606
1110,0.842878819
1111,0.877180934
1112,0.803324938
1113,0.805606902
1114,0.919107616
1115,0.820828438
1116,0.792560458
1117,0.888289332
1118,0.81077069
1119,0.832296073
1120,0.751728356
1121,0.844671428
1122,0.821769536
1123,0.802347243
1124,0.778629005
1125,0.956996441
1126,0.901576996
1127,0.785266161
1128,0.871540546
1129,0.673514485
1130,0.827233553
1131,0.830599427
1132,0.942738593
1133,0.913779676
1134,0.82106632
1135,0.830395818
1136,0.776213467
1137,0.82866466
1138,0.699207425
1139,0.970608056
1140,0.849193811
1141,0.821487904
1142,0.902848482
1143,0.836241007
1144,0.811074734
1145,0.795176387
1146,0.918405175
1147,0.856756032
1148,0.842123687
1149,0.900231779
1150,0.820470273
1151,0.834339559
1152,0.819507062
1153,0.922421694
1154,0.906269789
1155,0.917484283
1156,0.852082729
1157,0.828320324
1158,0.805552244
1159,0.84633553
1160,0.782661915
1161,0.871696174
1162,0.760871112
1163,0.862903476
1164,0.863055229
1165,0.794834018
1166,0.855748296
1167,0.907965183
1168,0.863737285
1169,0.774192214
1170,0.805873215
1171,0.817541242
1172,0.740214705
1173,0.863088548
1174,0.915193617
1175,0.812667608
1176,0.929467678
1177,0.816685259
1178,0.85225755
1179,0.85040921
1180,0.738715112
1181,0.788939059
1182,0.982390046
1183,0.870779574
1184,0.884578764
1185,0.895462751
1186,0.825861037
1187,0.773241758
1188,0.888353229
1189,0.780226529
1190,0.874219835
1191,0.842994213
1192,0.78484273
1193,0.82872957
1194,0.815142751
1195,0.89231658
1196,0.896784902
1197,0.926882327
1198,0.810615599
1199,0.860315204
1200,0.873710752
1201,0.891997695
1202,0.800802708
1203,0.794476807
1204,0.933435321
1205,0.826054573
1206,0.788516223
1207,0.667659163
1208,0.824485421
1209,0.789352477
1210,0.857863545
1211,0.826554
1212,0.842174172
1213,0.890837908
1214,0.843320012
1215,0.745489061
1216,0.860929012
1217,0.702608824
1218,0.74331969
1219,0.662495673
1220,0.723088384
1221,0.776283443
1222,0.793633103
1223,0.723922193
1224,0.73194927
1225,0.752661884
1226,0.805496395
1227,0.904856682
1228,0.803439677
1229,0.773035109
1230,0.896284282
1231,0.847041726
1232,0.809642732
1233,0.762514889
1234,0.724963069
1235,0.886351287
1236,0.811755955
1237,0.834345222
1238,0.816366673
1239,0.758272111
1240,0.748915255
1241,0.86585474
1242,0.877907574
1243,0.853666604
1244,0.785204887
1245,0.874361098
1246,0.832279921
1247,0.846427858
1248,0.809168279
1249,0.778171957
1250,0.852102935
1251,0.756676912
1252,0.917268515
1253,0.772401333
1254,0.748681068
1255,0.79746592
1256,0.853404939
1257,0.697764993
1258,0.747387528
1259,0.79140991
1260,0.830622852
1261,0.763737023
1262,0.833396077
1263,0.84102869
1264,0.732991099
1265,0.862950385
1266,0.886533856
1267,0.897828639
1268,0.72900635
1269,0.918586433
1270,0.822166502
1271,0.851327956
1272,0.910133839
1273,0.880681276
1274,0.849141359
1275,0.786643624
1276,0.855623305
1277,0.737791002
1278,0.69215256
1279,0.889056623
1280,0.867100954
1281,0.853573918
1282,0.828835726
1283,0.837804496
1284,0.852116823
1285,0.895308733
1286,0.831586957
1287,0.809135735
1288,0.900814772
1289,0.933688879
1290,0.845322609
1291,0.755295753
1292,0.790419221
1293,0.887913823
1294,0.824438572
1295,0.842742562
1296,0.855503321
1297,0.813269913
1298,0.782797098
1299,0.758878887
1300,0.917110324
1301,0.860353351
1302,0.877316833
1303,0.831816912
1304,0.774317622
1305,0.891773105
1306,0.739283562
1307,1.045021296
1308,0.828586698
1309,0.846323609
1310,0.809086978
1311,0.75160861
1312,0.829822063
1313,0.893258095
1314,0.69971329
1315,0.82787323
1316,0.803523004
1317,0.789588451
1318,0.750601411
1319,0.768216848
1320,0.861070633
1321,0.886885464
1322,0.857015252
1323,0.843579054
1324,0.781111777
1325,0.808558822
1326,0.813931942
1327,0.954906762
1328,0.838549972
1329,0.77707094
1330,0.753964305
1331,0.812511027
1332,0.773495674
1333,0.828132749
1334,0.713418543
1335,0.837487757
1336,0.857228398
1337,0.768900037
1338,0.830164552
1339,0.804244876
1340,0.746186852
1341,0.880211234
1342,0.828868449
1343,0.955372751
1344,0.875163019
1345,0.898531437
1346,0.827653408
1347,0.797158718
1348,0.832426846
1349,0.78961885
1350,0.803974807
1351,0.829955101
1352,0.837234616
1353,0.684915483
1354,0.796251833
1355,0.806510329
1356,0.806138039
1357,0.945249796
1358,0.839979231
1359,0.793363929
1360,0.856799126
1361,0.851861775
1362,0.926165819
1363,0.875389516
1364,0.827246964
1365,0.70646143
1366,0.733521342
1367,0.777066588
1368,0.952969074
1369,0.789095163
1370,0.699109554
1371,0.909760237
1372,0.782215953
1373,0.739282727
1374,0.812300742
1375,0.853227973
1376,0.890180647
1377,0.775142491
1378,0.675023973
1379,0.926945627
1380,0.840768516
1381,0.952116489
1382,0.787077308
1383,0.926145077
1384,0.779403031
1385,0.751067698
1386,0.832363248
1387,0.81709832
1388,0.702003539
1389,0.755266547
1390,0.916601717
1391,0.805344999
1392,0.857328713
1393,0.879710376
1394,0.814366817
1395,0.736952722
1396,0.799320817
1397,0.701194584
1398,0.831620693
1399,0.894539118
1400,0.796006262
1401,0.755394578
1402,0.866309106
1403,0.920818925
1404,0.757458568
1405,0.830925941
1406,0.813081801
1407,0.880930305
1408,0.889153183
1409,0.846092522
1410,0.751619995
1411,0.847748101
1412,0.957935095
1413,0.721975505
1414,0.793496609
1415,0.779684305
1416,0.824502051
1417,0.695381403
1418,0.822417676
1419,0.847252667
1420,0.850929976
1421,0.81995976
1422,0.898437262
1423,0.743570387
1424,0.785415292
1425,0.850427687
1426,0.840101779
1427,0.772596836
1428,0.787278235
1429,0.759113252
1430,0.839647055
1431,0.926528931
1432,0.77922231
1433,0.757373333
1434,0.789571404
1435,0.581630766
1436,0.915600777
1437,0.921627879
1438,0.78523767
1439,0.860709608
1440,0.825694919
1441,0.889092267
1442,0.698750019
1443,0.876038134
1444,0.726225138
1445,0.851041496
1446,0.831146598
1447,0.705909491
1448,0.882508397
1449,0.840698481
1450,0.828267932
1451,0.768992662
1452,0.869067311
1453,0.790257394
1454,0.843495131
1455,0.86901927
1456,0.780689299
1457,0.86418426
1458,0.756759346
1459,0.780569017
1460,0.885204732
1461,0.825297832
1462,0.852920055
1463,0.753095031
1464,0.819985092
1465,0.739973783
1466,0.821523845
1467,0.876498222
1468,0.882537186
1469,0.747773588
1470,0.711474478
1471,0.744874716
1472,0.726207435
1473,0.899457574
1474,0.821216762
1475,0.743403316
1476,0.786531746
1477,0.82935673
1478,0.777041614
1479,0.76811254
1480,0.750905395
1481,0.704779327
1482,0.913723528
1483,0.769333482
1484,0.791035295
1485,0.733113229
1486,0.932056904
1487,0.795728326
1488,0.829348087
1489,0.719316065
1490,0.66848278
1491,0.682229459
1492,0.853116572
1493,0.874199867
1494,0.877902389
1495,0.874144495
1496,0.884965718
1497,0.775387168
1498,0.854812086
1499,0.760864735
1500,0.724606872
1501,0.889343023
1502,0.813053012
1503,0.807225287
1504,0.654466093
1505,0.882357359
1506,0.885301471
1507,0.828738928
1508,0.845885754
1509,0.829769015
1510,0.794099152
1511,0.807493985
1512,0.915383697
1513,0.867282271
1514,0.825229883
1515,0.794433892
1516,0.843395054
1517,0.812464595
1518,0.788966119
1519,0.966074944
1520,0.867065609
1521,0.849387228
1522,0.828081727
1523,0.72789979
1524,0.928774714
1525,0.738862395
1526,0.775950968
1527,0.734970808
1528,0.937163353
1529,0.765264392
1530,0.773880482
1531,0.788447857
1532,0.732878625
1533,0.725010931
1534,0.597062588
1535,0.864754617
1536,0.912912905
1537,0.800100029
1538,0.881955743
1539,0.778141856
1540,0.845595241
1541,0.759792209
1542,0.847185433
1543,0.902721524
1544,0.853623748
1545,0.728098392
1546,0.930991888
1547,0.882694542
1548,0.805088997
1549,0.853893518
1550,0.938072085
1551,0.922660112
1552,0.840916574
1553,0.831354022
1554,0.724210143
1555,0.767368317
1556,0.77441901
1557,0.682755351
1558,0.892244399
1559,0.792284667
1560,0.843518436
1561,0.746768475
1562,0.865274072
1563,0.830772758
1564,0.865462184
1565,0.792937219
1566,0.81158936
1567,0.687741876
1568,0.805856884
1569,0.744281709
1570,0.794743001
1571,0.814788342
1572,0.814877629
1573,0.728019118
1574,0.861427307
1575,0.829267859
1576,0.846408308
1577,0.792648375
1578,0.746786475
1579,0.756750047
1580,0.749738038
1581,0.828105211
1582,0.890689075
1583,0.781057596
1584,0.769721866
1585,0.765058458
1586,0.73115319
1587,0.86108464
1588,0.879513741
1589,0.789833665
1590,0.835149169
1591,0.789006174
1592,0.800979197
1593,0.782288849
1594,0.750923812
1595,0.781521022
1596,0.770865083
1597,0.89090538
1598,0.854343772
1599,0.826582074
1600,0.81977725
1601,0.847359061
1602,0.827117682
1603,0.740828812
1604,0.739855349
1605,0.808459997
1606,0.862948418
1607,0.834529042
1608,0.759161294
1609,0.780758202
1610,0.872893035
1611,0.853719532
1612,0.870142698
1613,0.809044898
1614,0.757769942
1615,0.758105338
1616,0.810529113
1617,0.761161625
1618,0.763305962
1619,0.796654403
1620,0.752943099
1621,0.833940208
1622,0.858108938
1623,0.785545886
1624,0.824016809
1625,0.852482378
1626,0.757326365
1627,0.830601335
1628,0.870531201
1629,0.794252753
1630,0.807987809
1631,0.801786423
1632,0.695475936
1633,0.893663049
1634,0.859078407
1635,0.715963483
1636,0.77666831
1637,0.78832376
1638,0.820411265
1639,0.767871022
1640,0.788057983
1641,0.779610395
1642,0.832692742
1643,0.786346078
1644,0.794776678
1645,0.841522574
1646,0.706817627
1647,0.891925871
1648,0.78036809
1649,0.771625876
1650,0.722147226
1651,0.835351944
1652,0.812743962
1653,0.769180238
1654,0.710085213
1655,0.750500321
1656,0.927514195
1657,0.795407057
1658,0.909914374
1659,0.8478899
1660,0.867895901
1661,0.771796823
1662,0.802472293
1663,0.86175245
1664,0.728520453
